time,into,inth,intl,intc,intvwap,intv,v,intoi,oi
29-09-2023 12:13:00,19673.85,19675.05,19667.90,19670.40,0.00,0,0,0,0
29-09-2023 12:12:00,19676.05,19676.40,19670.45,19674.10,0.00,0,0,0,0
29-09-2023 12:11:00,19673.40,19676.65,19672.55,19676.35,0.00,0,0,0,0
29-09-2023 12:10:00,19674.30,19676.70,19670.30,19672.10,0.00,0,0,0,0
29-09-2023 12:09:00,19672.35,19675.75,19670.60,19674.40,0.00,0,0,0,0
29-09-2023 12:08:00,19670.05,19673.15,19669.45,19671.90,0.00,0,0,0,0
29-09-2023 12:07:00,19671.60,19673.35,19668.90,19671.00,0.00,0,0,0,0
29-09-2023 12:06:00,19671.70,19671.70,19666.70,19671.45,0.00,0,0,0,0
29-09-2023 12:05:00,19668.50,19673.40,19666.45,19672.60,0.00,0,0,0,0
29-09-2023 12:04:00,19669.60,19669.60,19665.10,19668.60,0.00,0,0,0,0
29-09-2023 12:03:00,19667.85,19671.10,19666.55,19670.80,0.00,0,0,0,0
29-09-2023 12:02:00,19671.45,19672.60,19666.00,19668.30,0.00,0,0,0,0
29-09-2023 12:01:00,19666.85,19673.45,19666.85,19672.60,0.00,0,0,0,0
29-09-2023 12:00:00,19663.75,19666.55,19663.15,19666.55,0.00,0,0,0,0
29-09-2023 11:59:00,19665.20,19665.20,19658.50,19663.80,0.00,0,0,0,0
29-09-2023 11:58:00,19665.75,19667.00,19664.20,19665.35,0.00,0,0,0,0
29-09-2023 11:57:00,19664.60,19667.80,19664.15,19666.70,0.00,0,0,0,0
29-09-2023 11:56:00,19660.60,19665.55,19659.85,19665.35,0.00,0,0,0,0
29-09-2023 11:55:00,19663.95,19665.60,19660.85,19660.85,0.00,0,0,0,0
29-09-2023 11:54:00,19671.25,19671.95,19661.30,19665.20,0.00,0,0,0,0
29-09-2023 11:53:00,19673.40,19674.30,19670.95,19673.00,0.00,0,0,0,0
29-09-2023 11:52:00,19674.20,19674.70,19670.50,19673.80,0.00,0,0,0,0
29-09-2023 11:51:00,19672.95,19676.55,19672.20,19675.70,0.00,0,0,0,0
29-09-2023 11:50:00,19670.50,19675.95,19670.50,19673.60,0.00,0,0,0,0
29-09-2023 11:49:00,19672.55,19672.75,19667.95,19671.60,0.00,0,0,0,0
29-09-2023 11:48:00,19671.70,19673.85,19670.20,19673.25,0.00,0,0,0,0
29-09-2023 11:47:00,19671.95,19675.80,19670.20,19673.50,0.00,0,0,0,0
29-09-2023 11:46:00,19671.65,19675.35,19671.05,19672.45,0.00,0,0,0,0
29-09-2023 11:45:00,19665.75,19672.40,19665.50,19672.40,0.00,0,0,0,0
29-09-2023 11:44:00,19662.60,19667.85,19661.75,19666.80,0.00,0,0,0,0
29-09-2023 11:43:00,19662.30,19665.30,19661.65,19662.85,0.00,0,0,0,0
29-09-2023 11:42:00,19653.20,19662.40,19652.70,19662.40,0.00,0,0,0,0
29-09-2023 11:41:00,19649.70,19652.90,19647.40,19652.90,0.00,0,0,0,0
29-09-2023 11:40:00,19649.00,19649.70,19645.15,19648.50,0.00,0,0,0,0
29-09-2023 11:39:00,19642.05,19650.65,19641.85,19648.65,0.00,0,0,0,0
29-09-2023 11:38:00,19634.50,19643.65,19634.50,19642.25,0.00,0,0,0,0
29-09-2023 11:37:00,19636.70,19637.35,19632.80,19635.35,0.00,0,0,0,0
29-09-2023 11:36:00,19633.15,19637.75,19632.15,19637.05,0.00,0,0,0,0
29-09-2023 11:35:00,19633.25,19637.30,19632.15,19634.40,0.00,0,0,0,0
29-09-2023 11:34:00,19633.65,19635.25,19630.75,19632.90,0.00,0,0,0,0
29-09-2023 11:33:00,19628.00,19635.55,19628.00,19633.00,0.00,0,0,0,0
29-09-2023 11:32:00,19623.15,19628.80,19623.15,19628.15,0.00,0,0,0,0
29-09-2023 11:31:00,19613.50,19625.40,19613.15,19623.80,0.00,0,0,0,0
29-09-2023 11:30:00,19614.15,19615.60,19612.85,19613.10,0.00,0,0,0,0
29-09-2023 11:29:00,19614.40,19615.80,19612.65,19614.00,0.00,0,0,0,0
29-09-2023 11:28:00,19614.00,19615.50,19613.15,19615.05,0.00,0,0,0,0
29-09-2023 11:27:00,19612.00,19614.65,19611.25,19614.05,0.00,0,0,0,0
29-09-2023 11:26:00,19612.30,19613.35,19610.70,19611.60,0.00,0,0,0,0
29-09-2023 11:25:00,19615.65,19615.95,19611.60,19612.40,0.00,0,0,0,0
29-09-2023 11:24:00,19610.20,19616.25,19609.90,19616.05,0.00,0,0,0,0
29-09-2023 11:23:00,19604.65,19610.40,19603.00,19609.10,0.00,0,0,0,0
29-09-2023 11:22:00,19610.60,19611.15,19602.20,19605.10,0.00,0,0,0,0
29-09-2023 11:21:00,19610.80,19611.90,19609.75,19610.65,0.00,0,0,0,0
29-09-2023 11:20:00,19606.60,19611.20,19606.60,19611.20,0.00,0,0,0,0
29-09-2023 11:19:00,19605.00,19606.80,19603.05,19606.80,0.00,0,0,0,0
29-09-2023 11:18:00,19606.35,19606.45,19602.90,19604.90,0.00,0,0,0,0
29-09-2023 11:17:00,19607.80,19608.20,19605.85,19606.40,0.00,0,0,0,0
29-09-2023 11:16:00,19608.40,19608.80,19606.50,19607.30,0.00,0,0,0,0
29-09-2023 11:15:00,19607.75,19608.80,19606.95,19608.65,0.00,0,0,0,0
29-09-2023 11:14:00,19608.15,19608.45,19605.30,19608.20,0.00,0,0,0,0
29-09-2023 11:13:00,19608.70,19610.60,19607.30,19608.00,0.00,0,0,0,0
29-09-2023 11:12:00,19605.20,19609.05,19602.90,19609.05,0.00,0,0,0,0
29-09-2023 11:11:00,19594.05,19605.40,19593.70,19604.90,0.00,0,0,0,0
29-09-2023 11:10:00,19589.35,19594.85,19589.20,19593.25,0.00,0,0,0,0
29-09-2023 11:09:00,19587.05,19589.75,19585.90,19589.75,0.00,0,0,0,0
29-09-2023 11:08:00,19585.45,19588.75,19584.90,19587.40,0.00,0,0,0,0
29-09-2023 11:07:00,19584.40,19587.80,19583.65,19586.05,0.00,0,0,0,0
29-09-2023 11:06:00,19588.85,19588.85,19584.20,19584.45,0.00,0,0,0,0
29-09-2023 11:05:00,19585.85,19588.80,19583.95,19588.65,0.00,0,0,0,0
29-09-2023 11:04:00,19593.25,19593.60,19585.90,19587.05,0.00,0,0,0,0
29-09-2023 11:03:00,19591.05,19595.85,19591.05,19592.85,0.00,0,0,0,0
29-09-2023 11:02:00,19589.55,19595.60,19589.55,19591.15,0.00,0,0,0,0
29-09-2023 11:01:00,19584.00,19589.40,19582.85,19589.40,0.00,0,0,0,0
29-09-2023 11:00:00,19584.90,19585.45,19579.95,19583.60,0.00,0,0,0,0
29-09-2023 10:59:00,19581.25,19584.85,19581.20,19584.65,0.00,0,0,0,0
29-09-2023 10:58:00,19581.70,19582.75,19579.30,19581.05,0.00,0,0,0,0
29-09-2023 10:57:00,19579.55,19581.15,19577.90,19581.15,0.00,0,0,0,0
29-09-2023 10:56:00,19580.60,19581.70,19578.80,19579.45,0.00,0,0,0,0
29-09-2023 10:55:00,19582.55,19582.95,19579.55,19580.65,0.00,0,0,0,0
29-09-2023 10:54:00,19580.35,19586.85,19577.95,19582.25,0.00,0,0,0,0
29-09-2023 10:53:00,19574.80,19586.25,19574.55,19582.35,0.00,0,0,0,0
29-09-2023 10:52:00,19580.85,19580.85,19574.25,19575.50,0.00,0,0,0,0
29-09-2023 10:51:00,19590.10,19590.35,19578.90,19580.05,0.00,0,0,0,0
29-09-2023 10:50:00,19586.40,19592.45,19585.50,19590.30,0.00,0,0,0,0
29-09-2023 10:49:00,19589.50,19592.10,19586.00,19586.80,0.00,0,0,0,0
29-09-2023 10:48:00,19588.25,19592.15,19586.40,19589.25,0.00,0,0,0,0
29-09-2023 10:47:00,19585.35,19588.55,19583.85,19587.45,0.00,0,0,0,0
29-09-2023 10:46:00,19583.95,19585.50,19582.70,19585.20,0.00,0,0,0,0
29-09-2023 10:45:00,19588.30,19588.55,19583.20,19584.00,0.00,0,0,0,0
29-09-2023 10:44:00,19588.35,19591.95,19587.45,19588.85,0.00,0,0,0,0
